Id,SalePrice
1461,12.0
1462,12.0
1463,12.0
1464,12.0
1465,12.0
1466,12.0
1467,12.0
1468,12.0
1469,12.0
1470,12.0
1471,12.0
1472,12.0
1473,12.0
1474,12.0
1475,12.0
1476,12.0
1477,12.0
1478,12.0
1479,12.0
1480,12.0
1481,12.0
1482,12.0
1483,12.0
1484,12.0
1485,12.0
1486,12.0
1487,12.0
1488,12.0
1489,12.0
1490,12.0
1491,12.0
1492,12.0
1493,12.0
1494,12.0
1495,12.0
1496,12.0
1497,12.0
1498,12.0
1499,12.0
1500,12.0
1501,12.0
1502,12.0
1503,12.0
1504,12.0
1505,12.0
1506,12.0
1507,12.0
1508,12.0
1509,12.0
1510,12.0
1511,12.0
1512,12.0
1513,12.0
1514,12.0
1515,12.0
1516,12.0
1517,12.0
1518,12.0
1519,12.0
1520,12.0
1521,12.0
1522,12.0
1523,12.0
1524,12.0
1525,12.0
1526,12.0
1527,12.0
1528,12.0
1529,12.0
1530,12.0
1531,12.0
1532,12.0
1533,12.0
1534,12.0
1535,12.0
1536,12.0
1537,12.0
1538,12.0
1539,12.0
1540,12.0
1541,12.0
1542,12.0
1543,12.0
1544,12.0
1545,12.0
1546,12.0
1547,12.0
1548,12.0
1549,12.0
1550,12.0
1551,12.0
1552,12.0
1553,12.0
1554,12.0
1555,12.0
1556,12.0
1557,12.0
1558,12.0
1559,12.0
1560,12.0
1561,12.0
1562,12.0
1563,12.0
1564,12.0
1565,12.0
1566,12.0
1567,12.0
1568,12.0
1569,12.0
1570,12.0
1571,12.0
1572,12.0
1573,12.0
1574,12.0
1575,12.0
1576,12.0
1577,12.0
1578,12.0
1579,12.0
1580,12.0
1581,12.0
1582,12.0
1583,12.0
1584,12.0
1585,12.0
1586,12.0
1587,12.0
1588,12.0
1589,12.0
1590,12.0
1591,12.0
1592,12.0
1593,12.0
1594,12.0
1595,12.0
1596,12.0
1597,12.0
1598,12.0
1599,12.0
1600,12.0
1601,12.0
1602,12.0
1603,12.0
1604,12.0
1605,12.0
1606,12.0
1607,12.0
1608,12.0
1609,12.0
1610,12.0
1611,12.0
1612,12.0
1613,12.0
1614,12.0
1615,12.0
1616,12.0
1617,12.0
1618,12.0
1619,12.0
1620,12.0
1621,12.0
1622,12.0
1623,12.0
1624,12.0
1625,12.0
1626,12.0
1627,12.0
1628,12.0
1629,12.0
1630,12.0
1631,12.0
1632,12.0
1633,12.0
1634,12.0
1635,12.0
1636,12.0
1637,12.0
1638,12.0
1639,12.0
1640,12.0
1641,12.0
1642,12.0
1643,12.0
1644,12.0
1645,12.0
1646,12.0
1647,12.0
1648,12.0
1649,12.0
1650,12.0
1651,12.0
1652,12.0
1653,12.0
1654,12.0
1655,12.0
1656,12.0
1657,12.0
1658,12.0
1659,12.0
1660,12.0
1661,12.0
1662,12.0
1663,12.0
1664,12.0
1665,12.0
1666,12.0
1667,12.0
1668,12.0
1669,12.0
1670,12.0
1671,12.0
1672,12.0
1673,12.0
1674,12.0
1675,12.0
1676,12.0
1677,12.0
1678,12.0
1679,12.0
1680,12.0
1681,12.0
1682,12.0
1683,12.0
1684,12.0
1685,12.0
1686,12.0
1687,12.0
1688,12.0
1689,12.0
1690,12.0
1691,12.0
1692,12.0
1693,12.0
1694,12.0
1695,12.0
1696,12.0
1697,12.0
1698,12.0
1699,12.0
1700,12.0
1701,12.0
1702,12.0
1703,12.0
1704,12.0
1705,12.0
1706,12.0
1707,12.0
1708,12.0
1709,12.0
1710,12.0
1711,12.0
1712,12.0
1713,12.0
1714,12.0
1715,12.0
1716,12.0
1717,12.0
1718,12.0
1719,12.0
1720,12.0
1721,12.0
1722,12.0
1723,12.0
1724,12.0
1725,12.0
1726,12.0
1727,12.0
1728,12.0
1729,12.0
1730,12.0
1731,12.0
1732,12.0
1733,12.0
1734,12.0
1735,12.0
1736,12.0
1737,12.0
1738,12.0
1739,12.0
1740,12.0
1741,12.0
1742,12.0
1743,12.0
1744,12.0
1745,12.0
1746,12.0
1747,12.0
1748,12.0
1749,12.0
1750,12.0
1751,12.0
1752,12.0
1753,12.0
1754,12.0
1755,12.0
1756,12.0
1757,12.0
1758,12.0
1759,12.0
1760,12.0
1761,12.0
1762,12.0
1763,12.0
1764,12.0
1765,12.0
1766,12.0
1767,12.0
1768,12.0
1769,12.0
1770,12.0
1771,12.0
1772,12.0
1773,12.0
1774,12.0
1775,12.0
1776,12.0
1777,12.0
1778,12.0
1779,12.0
1780,12.0
1781,12.0
1782,12.0
1783,12.0
1784,12.0
1785,12.0
1786,12.0
1787,12.0
1788,12.0
1789,12.0
1790,12.0
1791,12.0
1792,12.0
1793,12.0
1794,12.0
1795,12.0
1796,12.0
1797,12.0
1798,12.0
1799,12.0
1800,12.0
1801,12.0
1802,12.0
1803,12.0
1804,12.0
1805,12.0
1806,12.0
1807,12.0
1808,12.0
1809,12.0
1810,12.0
1811,12.0
1812,12.0
1813,12.0
1814,12.0
1815,12.0
1816,12.0
1817,12.0
1818,12.0
1819,12.0
1820,12.0
1821,12.0
1822,12.0
1823,12.0
1824,12.0
1825,12.0
1826,12.0
1827,12.0
1828,12.0
1829,12.0
1830,12.0
1831,12.0
1832,12.0
1833,12.0
1834,12.0
1835,12.0
1836,12.0
1837,12.0
1838,12.0
1839,12.0
1840,12.0
1841,12.0
1842,12.0
1843,12.0
1844,12.0
1845,12.0
1846,12.0
1847,12.0
1848,12.0
1849,12.0
1850,12.0
1851,12.0
1852,12.0
1853,12.0
1854,12.0
1855,12.0
1856,12.0
1857,12.0
1858,12.0
1859,12.0
1860,12.0
1861,12.0
1862,12.0
1863,12.0
1864,12.0
1865,12.0
1866,12.0
1867,12.0
1868,12.0
1869,12.0
1870,12.0
1871,12.0
1872,12.0
1873,12.0
1874,12.0
1875,12.0
1876,12.0
1877,12.0
1878,12.0
1879,12.0
1880,12.0
1881,12.0
1882,12.0
1883,12.0
1884,12.0
1885,12.0
1886,12.0
1887,12.0
1888,12.0
1889,12.0
1890,12.0
1891,12.0
1892,12.0
1893,12.0
1894,12.0
1895,12.0
1896,12.0
1897,12.0
1898,12.0
1899,12.0
1900,12.0
1901,12.0
1902,12.0
1903,12.0
1904,12.0
1905,12.0
1906,12.0
1907,12.0
1908,12.0
1909,12.0
1910,12.0
1911,12.0
1912,12.0
1913,12.0
1914,12.0
1915,12.0
1916,12.0
1917,12.0
1918,12.0
1919,12.0
1920,12.0
1921,12.0
1922,12.0
1923,12.0
1924,12.0
1925,12.0
1926,12.0
1927,12.0
1928,12.0
1929,12.0
1930,12.0
1931,12.0
1932,12.0
1933,12.0
1934,12.0
1935,12.0
1936,12.0
1937,12.0
1938,12.0
1939,12.0
1940,12.0
1941,12.0
1942,12.0
1943,12.0
1944,12.0
1945,12.0
1946,12.0
1947,12.0
1948,12.0
1949,12.0
1950,12.0
1951,12.0
1952,12.0
1953,12.0
1954,12.0
1955,12.0
1956,12.0
1957,12.0
1958,12.0
1959,12.0
1960,12.0
1961,12.0
1962,12.0
1963,12.0
1964,12.0
1965,12.0
1966,12.0
1967,12.0
1968,12.0
1969,12.0
1970,12.0
1971,12.0
1972,12.0
1973,12.0
1974,12.0
1975,12.0
1976,12.0
1977,12.0
1978,12.0
1979,12.0
1980,12.0
1981,12.0
1982,12.0
1983,12.0
1984,12.0
1985,12.0
1986,12.0
1987,12.0
1988,12.0
1989,12.0
1990,12.0
1991,12.0
1992,12.0
1993,12.0
1994,12.0
1995,12.0
1996,12.0
1997,12.0
1998,12.0
1999,12.0
2000,12.0
2001,12.0
2002,12.0
2003,12.0
2004,12.0
2005,12.0
2006,12.0
2007,12.0
2008,12.0
2009,12.0
2010,12.0
2011,12.0
2012,12.0
2013,12.0
2014,12.0
2015,12.0
2016,12.0
2017,12.0
2018,12.0
2019,12.0
2020,12.0
2021,12.0
2022,12.0
2023,12.0
2024,12.0
2025,12.0
2026,12.0
2027,12.0
2028,12.0
2029,12.0
2030,12.0
2031,12.0
2032,12.0
2033,12.0
2034,12.0
2035,12.0
2036,12.0
2037,12.0
2038,12.0
2039,12.0
2040,12.0
2041,12.0
2042,12.0
2043,12.0
2044,12.0
2045,12.0
2046,12.0
2047,12.0
2048,12.0
2049,12.0
2050,12.0
2051,12.0
2052,12.0
2053,12.0
2054,12.0
2055,12.0
2056,12.0
2057,12.0
2058,12.0
2059,12.0
2060,12.0
2061,12.0
2062,12.0
2063,12.0
2064,12.0
2065,12.0
2066,12.0
2067,12.0
2068,12.0
2069,12.0
2070,12.0
2071,12.0
2072,12.0
2073,12.0
2074,12.0
2075,12.0
2076,12.0
2077,12.0
2078,12.0
2079,12.0
2080,12.0
2081,12.0
2082,12.0
2083,12.0
2084,12.0
2085,12.0
2086,12.0
2087,12.0
2088,12.0
2089,12.0
2090,12.0
2091,12.0
2092,12.0
2093,12.0
2094,12.0
2095,12.0
2096,12.0
2097,12.0
2098,12.0
2099,12.0
2100,12.0
2101,12.0
2102,12.0
2103,12.0
2104,12.0
2105,12.0
2106,12.0
2107,12.0
2108,12.0
2109,12.0
2110,12.0
2111,12.0
2112,12.0
2113,12.0
2114,12.0
2115,12.0
2116,12.0
2117,12.0
2118,12.0
2119,12.0
2120,12.0
2121,12.0
2122,12.0
2123,12.0
2124,12.0
2125,12.0
2126,12.0
2127,12.0
2128,12.0
2129,12.0
2130,12.0
2131,12.0
2132,12.0
2133,12.0
2134,12.0
2135,12.0
2136,12.0
2137,12.0
2138,12.0
2139,12.0
2140,12.0
2141,12.0
2142,12.0
2143,12.0
2144,12.0
2145,12.0
2146,12.0
2147,12.0
2148,12.0
2149,12.0
2150,12.0
2151,12.0
2152,12.0
2153,12.0
2154,12.0
2155,12.0
2156,12.0
2157,12.0
2158,12.0
2159,12.0
2160,12.0
2161,12.0
2162,12.0
2163,12.0
2164,12.0
2165,12.0
2166,12.0
2167,12.0
2168,12.0
2169,12.0
2170,12.0
2171,12.0
2172,12.0
2173,12.0
2174,12.0
2175,12.0
2176,12.0
2177,12.0
2178,12.0
2179,12.0
2180,12.0
2181,12.0
2182,12.0
2183,12.0
2184,12.0
2185,12.0
2186,12.0
2187,12.0
2188,12.0
2189,12.0
2190,12.0
2191,12.0
2192,12.0
2193,12.0
2194,12.0
2195,12.0
2196,12.0
2197,12.0
2198,12.0
2199,12.0
2200,12.0
2201,12.0
2202,12.0
2203,12.0
2204,12.0
2205,12.0
2206,12.0
2207,12.0
2208,12.0
2209,12.0
2210,12.0
2211,12.0
2212,12.0
2213,12.0
2214,12.0
2215,12.0
2216,12.0
2217,12.0
2218,12.0
2219,12.0
2220,12.0
2221,12.0
2222,12.0
2223,12.0
2224,12.0
2225,12.0
2226,12.0
2227,12.0
2228,12.0
2229,12.0
2230,12.0
2231,12.0
2232,12.0
2233,12.0
2234,12.0
2235,12.0
2236,12.0
2237,12.0
2238,12.0
2239,12.0
2240,12.0
2241,12.0
2242,12.0
2243,12.0
2244,12.0
2245,12.0
2246,12.0
2247,12.0
2248,12.0
2249,12.0
2250,12.0
2251,12.0
2252,12.0
2253,12.0
2254,12.0
2255,12.0
2256,12.0
2257,12.0
2258,12.0
2259,12.0
2260,12.0
2261,12.0
2262,12.0
2263,12.0
2264,12.0
2265,12.0
2266,12.0
2267,12.0
2268,12.0
2269,12.0
2270,12.0
2271,12.0
2272,12.0
2273,12.0
2274,12.0
2275,12.0
2276,12.0
2277,12.0
2278,12.0
2279,12.0
2280,12.0
2281,12.0
2282,12.0
2283,12.0
2284,12.0
2285,12.0
2286,12.0
2287,12.0
2288,12.0
2289,12.0
2290,12.0
2291,12.0
2292,12.0
2293,12.0
2294,12.0
2295,12.0
2296,12.0
2297,12.0
2298,12.0
2299,12.0
2300,12.0
2301,12.0
2302,12.0
2303,12.0
2304,12.0
2305,12.0
2306,12.0
2307,12.0
2308,12.0
2309,12.0
2310,12.0
2311,12.0
2312,12.0
2313,12.0
2314,12.0
2315,12.0
2316,12.0
2317,12.0
2318,12.0
2319,12.0
2320,12.0
2321,12.0
2322,12.0
2323,12.0
2324,12.0
2325,12.0
2326,12.0
2327,12.0
2328,12.0
2329,12.0
2330,12.0
2331,12.0
2332,12.0
2333,12.0
2334,12.0
2335,12.0
2336,12.0
2337,12.0
2338,12.0
2339,12.0
2340,12.0
2341,12.0
2342,12.0
2343,12.0
2344,12.0
2345,12.0
2346,12.0
2347,12.0
2348,12.0
2349,12.0
2350,12.0
2351,12.0
2352,12.0
2353,12.0
2354,12.0
2355,12.0
2356,12.0
2357,12.0
2358,12.0
2359,12.0
2360,12.0
2361,12.0
2362,12.0
2363,12.0
2364,12.0
2365,12.0
2366,12.0
2367,12.0
2368,12.0
2369,12.0
2370,12.0
2371,12.0
2372,12.0
2373,12.0
2374,12.0
2375,12.0
2376,12.0
2377,12.0
2378,12.0
2379,12.0
2380,12.0
2381,12.0
2382,12.0
2383,12.0
2384,12.0
2385,12.0
2386,12.0
2387,12.0
2388,12.0
2389,12.0
2390,12.0
2391,12.0
2392,12.0
2393,12.0
2394,12.0
2395,12.0
2396,12.0
2397,12.0
2398,12.0
2399,12.0
2400,12.0
2401,12.0
2402,12.0
2403,12.0
2404,12.0
2405,12.0
2406,12.0
2407,12.0
2408,12.0
2409,12.0
2410,12.0
2411,12.0
2412,12.0
2413,12.0
2414,12.0
2415,12.0
2416,12.0
2417,12.0
2418,12.0
2419,12.0
2420,12.0
2421,12.0
2422,12.0
2423,12.0
2424,12.0
2425,12.0
2426,12.0
2427,12.0
2428,12.0
2429,12.0
2430,12.0
2431,12.0
2432,12.0
2433,12.0
2434,12.0
2435,12.0
2436,12.0
2437,12.0
2438,12.0
2439,12.0
2440,12.0
2441,12.0
2442,12.0
2443,12.0
2444,12.0
2445,12.0
2446,12.0
2447,12.0
2448,12.0
2449,12.0
2450,12.0
2451,12.0
2452,12.0
2453,12.0
2454,12.0
2455,12.0
2456,12.0
2457,12.0
2458,12.0
2459,12.0
2460,12.0
2461,12.0
2462,12.0
2463,12.0
2464,12.0
2465,12.0
2466,12.0
2467,12.0
2468,12.0
2469,12.0
2470,12.0
2471,12.0
2472,12.0
2473,12.0
2474,12.0
2475,12.0
2476,12.0
2477,12.0
2478,12.0
2479,12.0
2480,12.0
2481,12.0
2482,12.0
2483,12.0
2484,12.0
2485,12.0
2486,12.0
2487,12.0
2488,12.0
2489,12.0
2490,12.0
2491,12.0
2492,12.0
2493,12.0
2494,12.0
2495,12.0
2496,12.0
2497,12.0
2498,12.0
2499,12.0
2500,12.0
2501,12.0
2502,12.0
2503,12.0
2504,12.0
2505,12.0
2506,12.0
2507,12.0
2508,12.0
2509,12.0
2510,12.0
2511,12.0
2512,12.0
2513,12.0
2514,12.0
2515,12.0
2516,12.0
2517,12.0
2518,12.0
2519,12.0
2520,12.0
2521,12.0
2522,12.0
2523,12.0
2524,12.0
2525,12.0
2526,12.0
2527,12.0
2528,12.0
2529,12.0
2530,12.0
2531,12.0
2532,12.0
2533,12.0
2534,12.0
2535,12.0
2536,12.0
2537,12.0
2538,12.0
2539,12.0
2540,12.0
2541,12.0
2542,12.0
2543,12.0
2544,12.0
2545,12.0
2546,12.0
2547,12.0
2548,12.0
2549,12.0
2550,12.0
2551,12.0
2552,12.0
2553,12.0
2554,12.0
2555,12.0
2556,12.0
2557,12.0
2558,12.0
2559,12.0
2560,12.0
2561,12.0
2562,12.0
2563,12.0
2564,12.0
2565,12.0
2566,12.0
2567,12.0
2568,12.0
2569,12.0
2570,12.0
2571,12.0
2572,12.0
2573,12.0
2574,12.0
2575,12.0
2576,12.0
2577,12.0
2578,12.0
2579,12.0
2580,12.0
2581,12.0
2582,12.0
2583,12.0
2584,12.0
2585,12.0
2586,12.0
2587,12.0
2588,12.0
2589,12.0
2590,12.0
2591,12.0
2592,12.0
2593,12.0
2594,12.0
2595,12.0
2596,12.0
2597,12.0
2598,12.0
2599,12.0
2600,12.0
2601,12.0
2602,12.0
2603,12.0
2604,12.0
2605,12.0
2606,12.0
2607,12.0
2608,12.0
2609,12.0
2610,12.0
2611,12.0
2612,12.0
2613,12.0
2614,12.0
2615,12.0
2616,12.0
2617,12.0
2618,12.0
2619,12.0
2620,12.0
2621,12.0
2622,12.0
2623,12.0
2624,12.0
2625,12.0
2626,12.0
2627,12.0
2628,12.0
2629,12.0
2630,12.0
2631,12.0
2632,12.0
2633,12.0
2634,12.0
2635,12.0
2636,12.0
2637,12.0
2638,12.0
2639,12.0
2640,12.0
2641,12.0
2642,12.0
2643,12.0
2644,12.0
2645,12.0
2646,12.0
2647,12.0
2648,12.0
2649,12.0
2650,12.0
2651,12.0
2652,12.0
2653,12.0
2654,12.0
2655,12.0
2656,12.0
2657,12.0
2658,12.0
2659,12.0
2660,12.0
2661,12.0
2662,12.0
2663,12.0
2664,12.0
2665,12.0
2666,12.0
2667,12.0
2668,12.0
2669,12.0
2670,12.0
2671,12.0
2672,12.0
2673,12.0
2674,12.0
2675,12.0
2676,12.0
2677,12.0
2678,12.0
2679,12.0
2680,12.0
2681,12.0
2682,12.0
2683,12.0
2684,12.0
2685,12.0
2686,12.0
2687,12.0
2688,12.0
2689,12.0
2690,12.0
2691,12.0
2692,12.0
2693,12.0
2694,12.0
2695,12.0
2696,12.0
2697,12.0
2698,12.0
2699,12.0
2700,12.0
2701,12.0
2702,12.0
2703,12.0
2704,12.0
2705,12.0
2706,12.0
2707,12.0
2708,12.0
2709,12.0
2710,12.0
2711,12.0
2712,12.0
2713,12.0
2714,12.0
2715,12.0
2716,12.0
2717,12.0
2718,12.0
2719,12.0
2720,12.0
2721,12.0
2722,12.0
2723,12.0
2724,12.0
2725,12.0
2726,12.0
2727,12.0
2728,12.0
2729,12.0
2730,12.0
2731,12.0
2732,12.0
2733,12.0
2734,12.0
2735,12.0
2736,12.0
2737,12.0
2738,12.0
2739,12.0
2740,12.0
2741,12.0
2742,12.0
2743,12.0
2744,12.0
2745,12.0
2746,12.0
2747,12.0
2748,12.0
2749,12.0
2750,12.0
2751,12.0
2752,12.0
2753,12.0
2754,12.0
2755,12.0
2756,12.0
2757,12.0
2758,12.0
2759,12.0
2760,12.0
2761,12.0
2762,12.0
2763,12.0
2764,12.0
2765,12.0
2766,12.0
2767,12.0
2768,12.0
2769,12.0
2770,12.0
2771,12.0
2772,12.0
2773,12.0
2774,12.0
2775,12.0
2776,12.0
2777,12.0
2778,12.0
2779,12.0
2780,12.0
2781,12.0
2782,12.0
2783,12.0
2784,12.0
2785,12.0
2786,12.0
2787,12.0
2788,12.0
2789,12.0
2790,12.0
2791,12.0
2792,12.0
2793,12.0
2794,12.0
2795,12.0
2796,12.0
2797,12.0
2798,12.0
2799,12.0
2800,12.0
2801,12.0
2802,12.0
2803,12.0
2804,12.0
2805,12.0
2806,12.0
2807,12.0
2808,12.0
2809,12.0
2810,12.0
2811,12.0
2812,12.0
2813,12.0
2814,12.0
2815,12.0
2816,12.0
2817,12.0
2818,12.0
2819,12.0
2820,12.0
2821,12.0
2822,12.0
2823,12.0
2824,12.0
2825,12.0
2826,12.0
2827,12.0
2828,12.0
2829,12.0
2830,12.0
2831,12.0
2832,12.0
2833,12.0
2834,12.0
2835,12.0
2836,12.0
2837,12.0
2838,12.0
2839,12.0
2840,12.0
2841,12.0
2842,12.0
2843,12.0
2844,12.0
2845,12.0
2846,12.0
2847,12.0
2848,12.0
2849,12.0
2850,12.0
2851,12.0
2852,12.0
2853,12.0
2854,12.0
2855,12.0
2856,12.0
2857,12.0
2858,12.0
2859,12.0
2860,12.0
2861,12.0
2862,12.0
2863,12.0
2864,12.0
2865,12.0
2866,12.0
2867,12.0
2868,12.0
2869,12.0
2870,12.0
2871,12.0
2872,12.0
2873,12.0
2874,12.0
2875,12.0
2876,12.0
2877,12.0
2878,12.0
2879,12.0
2880,12.0
2881,12.0
2882,12.0
2883,12.0
2884,12.0
2885,12.0
2886,12.0
2887,12.0
2888,12.0
2889,12.0
2890,12.0
2891,12.0
2892,12.0
2893,12.0
2894,12.0
2895,12.0
2896,12.0
2897,12.0
2898,12.0
2899,12.0
2900,12.0
2901,12.0
2902,12.0
2903,12.0
2904,12.0
2905,12.0
2906,12.0
2907,12.0
2908,12.0
2909,12.0
2910,12.0
2911,12.0
2912,12.0
2913,12.0
2914,12.0
2915,12.0
2916,12.0
2917,12.0
2918,12.0
2919,12.0
